"","Cast","Date","Depth_m","Bin8","Bin9","Bin10","Bin11","Bin12","Bin13","Bin_Sum"
"301","OPC003","19-Sep",0.41,5,7,4,1,1,0,18
"302","OPC003","19-Sep",0.62,5,5,1,3,0,0,14
"303","OPC003","19-Sep",0.72,2,8,2,1,0,0,13
"304","OPC003","19-Sep",0.83,4,8,0,0,1,0,13
"305","OPC003","19-Sep",1.14,5,4,4,3,0,0,16
"306","OPC003","19-Sep",1.45,6,6,2,2,0,0,16
"307","OPC003","19-Sep",1.66,6,3,1,0,0,0,10
"308","OPC003","19-Sep",1.77,7,5,1,0,0,0,13
"309","OPC003","19-Sep",1.97,6,8,1,2,3,0,20
"310","OPC003","19-Sep",2.29,15,7,5,2,0,0,29
"311","OPC003","19-Sep",2.71,4,3,4,4,1,0,16
"312","OPC003","19-Sep",2.81,7,2,3,3,0,1,16
"313","OPC003","19-Sep",2.91,11,4,2,3,0,0,20
"314","OPC003","19-Sep",3.33,9,4,6,3,0,0,22
"315","OPC003","19-Sep",3.65,9,8,9,6,0,0,32
"316","OPC003","19-Sep",3.86,8,3,8,1,0,0,20
"317","OPC003","19-Sep",4.17,5,3,2,3,0,0,13
"318","OPC003","19-Sep",4.38,8,9,2,1,0,0,20
"319","OPC003","19-Sep",4.69,4,7,3,2,1,0,17
"320","OPC003","19-Sep",5,4,5,4,4,1,1,19
"321","OPC003","19-Sep",5.32,7,4,9,2,0,0,22
"322","OPC003","19-Sep",5.63,9,3,4,3,1,0,20
"323","OPC003","19-Sep",5.84,7,3,4,1,0,0,15
"324","OPC003","19-Sep",6.05,4,7,3,0,0,0,14
"325","OPC003","19-Sep",6.57,9,2,2,0,1,0,14
"326","OPC003","19-Sep",6.78,11,6,2,1,0,0,20
"327","OPC003","19-Sep",6.99,10,2,1,1,0,0,14
"328","OPC003","19-Sep",7,10,4,8,5,0,0,27
"329","OPC003","19-Sep",7.83,5,4,4,0,0,0,13
"330","OPC003","19-Sep",8.35,6,5,1,0,0,0,12
"331","OPC003","19-Sep",8.45,8,6,2,1,0,0,17
"332","OPC003","19-Sep",9.08,6,2,3,3,0,0,14
"333","OPC003","19-Sep",9.18,8,4,3,1,1,0,17
"334","OPC003","19-Sep",9.5,11,4,2,2,0,1,20
"335","OPC003","19-Sep",10.12,9,5,2,1,0,0,17
"336","OPC003","19-Sep",10.44,8,5,6,2,0,0,21
"337","OPC003","19-Sep",10.75,3,5,4,3,0,0,15
"338","OPC003","19-Sep",11.17,6,9,2,0,1,0,18
"339","OPC003","19-Sep",11.38,5,4,3,3,3,0,18
"340","OPC003","19-Sep",11.9,6,7,3,2,1,0,19
"341","OPC003","19-Sep",12.42,10,5,4,1,0,0,20
"342","OPC003","19-Sep",12.63,8,5,3,1,0,1,18
"343","OPC003","19-Sep",13.05,10,7,4,3,0,0,24
"344","OPC003","19-Sep",13.47,5,4,6,3,1,1,20
"345","OPC003","19-Sep",13.99,8,4,3,2,1,0,18
"346","OPC003","19-Sep",14.41,3,5,5,5,0,0,18
"347","OPC003","19-Sep",14.72,8,8,3,2,0,0,21
"348","OPC003","19-Sep",15.24,4,3,4,2,0,0,13
"349","OPC003","19-Sep",15.66,4,7,1,2,2,1,17
"350","OPC003","19-Sep",15.98,8,2,2,4,2,0,18
"351","OPC003","19-Sep",16.5,3,2,9,1,0,1,16
"352","OPC003","19-Sep",16.92,3,3,2,1,0,1,10
"353","OPC003","19-Sep",17.23,2,5,2,0,1,0,10
"354","OPC003","19-Sep",17.65,6,4,1,3,1,0,15
"355","OPC003","19-Sep",17.96,8,9,4,1,0,0,22
"356","OPC003","19-Sep",18.48,10,4,5,0,1,0,20
"357","OPC003","19-Sep",18.8,7,5,1,1,0,0,14
"358","OPC003","19-Sep",19.11,6,6,1,2,0,1,16
"359","OPC003","19-Sep",19.42,6,5,4,1,2,0,18
"360","OPC003","19-Sep",19.74,7,5,4,1,1,1,19
"361","OPC003","19-Sep",20.05,5,3,3,3,2,2,18
"362","OPC003","19-Sep",20.47,7,7,0,1,0,1,16
"363","OPC003","19-Sep",20.78,5,8,1,2,0,0,16
"364","OPC003","19-Sep",21.1,4,6,1,0,0,0,11
"365","OPC003","19-Sep",21.41,5,3,0,1,0,0,9
"366","OPC003","19-Sep",21.72,3,1,4,0,0,0,8
"367","OPC003","19-Sep",22.04,5,5,2,3,0,0,15
"368","OPC003","19-Sep",22.45,8,4,2,2,1,0,17
"369","OPC003","19-Sep",22.66,9,6,4,2,0,0,21
"370","OPC003","19-Sep",22.98,13,6,3,0,0,0,22
"371","OPC003","19-Sep",23.29,4,4,3,0,1,0,12
"372","OPC003","19-Sep",23.71,7,4,5,0,0,0,16
"373","OPC003","19-Sep",23.92,3,5,2,0,0,0,10
"374","OPC003","19-Sep",24.23,8,5,2,0,0,0,15
"375","OPC003","19-Sep",24.54,5,8,1,0,1,0,15
"376","OPC003","19-Sep",24.86,7,6,0,2,0,0,15
"377","OPC003","19-Sep",25.17,11,4,4,1,0,0,20
"378","OPC003","19-Sep",25.59,6,3,2,1,0,0,12
"379","OPC003","19-Sep",25.8,10,3,1,0,0,0,14
"380","OPC003","19-Sep",26.01,7,2,2,1,0,0,12
"381","OPC003","19-Sep",26.42,3,4,7,2,0,0,16
"382","OPC003","19-Sep",26.84,7,3,4,1,0,0,15
"383","OPC003","19-Sep",26.95,9,4,5,2,1,0,21
"384","OPC003","19-Sep",27.36,9,0,5,4,1,0,19
"385","OPC003","19-Sep",27.57,4,6,3,0,3,0,16
"386","OPC003","19-Sep",27.99,4,7,1,3,2,1,18
"387","OPC003","19-Sep",28.41,9,5,4,4,1,1,24
"388","OPC003","19-Sep",28.62,9,4,6,3,0,0,22
"389","OPC003","19-Sep",28.93,3,8,2,6,1,1,21
"390","OPC003","19-Sep",29.14,3,7,4,0,0,0,14
"391","OPC003","19-Sep",29.56,7,6,2,3,2,1,21
"392","OPC003","19-Sep",29.87,3,6,12,0,2,0,23
"393","OPC003","19-Sep",30.19,5,4,8,5,1,1,24
"394","OPC003","19-Sep",30.39,5,4,2,4,0,0,15
"395","OPC003","19-Sep",30.6,5,3,5,3,0,0,16
"396","OPC003","19-Sep",31.02,4,5,8,4,2,0,23
"397","OPC003","19-Sep",31.54,8,6,1,3,2,0,20
"398","OPC003","19-Sep",31.65,3,3,5,1,0,0,12
"399","OPC003","19-Sep",31.96,8,6,1,0,0,0,15
"400","OPC003","19-Sep",32.28,4,2,5,2,0,0,13
"401","OPC003","19-Sep",32.48,9,2,5,2,2,0,20
"402","OPC003","19-Sep",33.01,7,3,8,3,0,0,21
"403","OPC003","19-Sep",33.11,9,3,5,4,0,0,21
"404","OPC003","19-Sep",33.42,1,9,7,2,0,0,19
"405","OPC003","19-Sep",33.84,6,9,2,0,0,0,17
"406","OPC003","19-Sep",34.05,4,3,1,3,2,0,13
"407","OPC003","19-Sep",34.26,4,8,6,2,2,0,22
"408","OPC003","19-Sep",34.68,1,6,1,1,2,0,11
"409","OPC003","19-Sep",34.89,4,10,7,3,1,0,25
"410","OPC003","19-Sep",35.1,6,6,3,1,0,0,16
"411","OPC003","19-Sep",35.41,8,3,2,2,2,0,17
"412","OPC003","19-Sep",35.72,6,6,5,4,1,1,23
"413","OPC003","19-Sep",35.93,5,5,6,1,0,0,17
"414","OPC003","19-Sep",36.25,8,1,1,0,0,1,11
"415","OPC003","19-Sep",36.35,10,5,6,3,0,0,24
"416","OPC003","19-Sep",36.77,7,6,3,0,2,0,18
"417","OPC003","19-Sep",37.08,7,4,4,4,2,0,21
"418","OPC003","19-Sep",37.29,3,7,6,4,0,0,20
"419","OPC003","19-Sep",37.5,4,3,2,1,1,0,11
"420","OPC003","19-Sep",37.71,8,6,3,0,0,0,17
"421","OPC003","19-Sep",38.02,11,7,7,4,0,0,29
"422","OPC003","19-Sep",38.34,4,9,0,3,0,0,16
"423","OPC003","19-Sep",38.65,7,8,2,2,1,1,21
"424","OPC003","19-Sep",38.96,5,4,4,0,0,0,13
"425","OPC003","19-Sep",39.28,2,3,4,3,0,0,12
"426","OPC003","19-Sep",39.38,6,10,3,1,0,0,20
"427","OPC003","19-Sep",39.69,2,2,5,0,0,0,9
"428","OPC003","19-Sep",40.11,6,6,1,3,2,0,18
"429","OPC003","19-Sep",40.42,10,2,5,5,1,0,23
"430","OPC003","19-Sep",40.74,4,3,2,3,0,0,12
"431","OPC003","19-Sep",40.84,7,5,6,4,2,0,24
"432","OPC003","19-Sep",41.05,4,5,4,4,1,0,18
"433","OPC003","19-Sep",41.57,5,6,2,2,3,0,18
"434","OPC003","19-Sep",41.89,10,6,2,0,0,0,18
"435","OPC003","19-Sep",42.1,4,3,5,4,1,1,18
"436","OPC003","19-Sep",42.2,6,4,3,0,1,0,14
"437","OPC003","19-Sep",42.62,6,7,4,2,1,0,20
"438","OPC003","19-Sep",42.83,5,4,6,0,0,0,15
"439","OPC003","19-Sep",43.14,6,3,3,3,1,1,17
"440","OPC003","19-Sep",43.56,9,6,2,0,2,0,19
"441","OPC003","19-Sep",43.77,6,5,5,0,0,0,16
"442","OPC003","19-Sep",43.98,8,6,3,2,1,0,20
"443","OPC003","19-Sep",44.4,9,6,3,2,0,0,20
"444","OPC003","19-Sep",44.71,3,4,1,2,1,0,11
"445","OPC003","19-Sep",44.92,3,8,3,2,0,0,16
"446","OPC003","19-Sep",45.13,12,5,2,2,0,2,23
"447","OPC003","19-Sep",45.34,5,7,4,1,0,0,17
"448","OPC003","19-Sep",45.86,7,3,4,2,1,2,19
"449","OPC003","19-Sep",46.17,7,1,4,2,0,2,16
"450","OPC003","19-Sep",46.17,5,4,4,1,0,0,14
"451","OPC003","19-Sep",46.48,6,9,6,4,1,0,26
"452","OPC003","19-Sep",46.9,6,2,2,0,0,0,10
"453","OPC003","19-Sep",47.11,8,5,2,2,0,0,17
"454","OPC003","19-Sep",47.53,7,6,4,1,0,0,18
"455","OPC003","19-Sep",47.74,7,8,7,2,0,0,24
"456","OPC003","19-Sep",47.95,5,3,3,1,0,0,12
"457","OPC003","19-Sep",48.26,7,6,4,0,1,0,18
"458","OPC003","19-Sep",48.47,7,7,5,0,0,0,19
"459","OPC003","19-Sep",48.78,4,6,3,3,1,0,17
"460","OPC003","19-Sep",48.99,5,3,12,1,1,0,22
"461","OPC003","19-Sep",49.2,8,6,2,3,0,0,19
"462","OPC003","19-Sep",49.52,6,6,4,4,2,0,22
"463","OPC003","19-Sep",49.83,5,5,5,3,0,0,18
"464","OPC003","19-Sep",50.14,3,7,4,0,1,0,15
"465","OPC003","19-Sep",50.35,12,2,4,3,0,1,22
"466","OPC003","19-Sep",50.46,7,4,3,1,1,0,16
"467","OPC003","19-Sep",50.87,5,3,5,2,1,0,16
"468","OPC003","19-Sep",51.08,8,5,4,0,0,0,17
"469","OPC003","19-Sep",51.29,7,5,2,0,0,0,14
"470","OPC003","19-Sep",51.6,3,1,1,1,0,1,7
"471","OPC003","19-Sep",51.71,7,3,1,0,0,2,13
"472","OPC003","19-Sep",52.13,1,4,1,2,1,1,10
"473","OPC003","19-Sep",52.23,4,4,2,1,2,1,14
"474","OPC003","19-Sep",52.55,3,4,3,0,0,0,10
"475","OPC003","19-Sep",52.86,1,1,2,4,2,0,10
"476","OPC003","19-Sep",53.07,3,4,1,2,1,2,13
"477","OPC003","19-Sep",53.17,6,5,2,1,3,2,19
"478","OPC003","19-Sep",53.59,3,3,3,0,4,2,15
"479","OPC003","19-Sep",53.69,7,8,1,2,1,1,20
"480","OPC003","19-Sep",54.01,9,3,4,1,0,0,17
"481","OPC003","19-Sep",54.22,4,4,0,1,0,0,9
"482","OPC003","19-Sep",54.43,3,5,4,0,0,0,12
"483","OPC003","19-Sep",54.74,9,5,2,1,1,0,18
"484","OPC003","19-Sep",55.05,5,5,0,0,0,0,10
"485","OPC003","19-Sep",55.16,4,11,3,0,0,0,18
"486","OPC003","19-Sep",55.37,4,2,6,3,0,0,15
"487","OPC003","19-Sep",55.58,4,6,4,1,0,0,15
"488","OPC003","19-Sep",55.89,3,4,2,0,0,0,9
"489","OPC003","19-Sep",56.2,6,6,2,1,0,0,15
"490","OPC003","19-Sep",56.52,6,7,2,0,0,0,15
"253","OPC004","19-Sep",0.09,0,0,0,0,0,0,0
"254","OPC004","19-Sep",0.2,1,0,0,0,0,0,1
"255","OPC004","19-Sep",0.41,0,0,0,0,0,0,0
"256","OPC004","19-Sep",0.41,0,0,0,0,0,0,0
"257","OPC004","19-Sep",0.62,1,0,0,0,0,0,1
"258","OPC004","19-Sep",0.83,1,0,0,0,0,0,1
"259","OPC004","19-Sep",1.14,0,0,0,0,0,0,0
"260","OPC004","19-Sep",1.24,0,0,0,0,0,0,0
"261","OPC004","19-Sep",1.66,0,0,0,0,0,0,0
"262","OPC004","19-Sep",1.87,1,0,0,0,0,0,1
"263","OPC004","19-Sep",2.08,0,0,0,0,0,0,0
"264","OPC004","19-Sep",2.5,0,0,0,0,0,0,0
"265","OPC004","19-Sep",2.71,0,0,0,0,0,0,0
"266","OPC004","19-Sep",2.81,1,0,0,0,0,0,1
"267","OPC004","19-Sep",3.23,2,0,0,0,0,0,2
"268","OPC004","19-Sep",3.54,2,0,0,0,0,0,2
"269","OPC004","19-Sep",3.65,0,0,0,0,0,0,0
"270","OPC004","19-Sep",4.06,3,0,0,0,0,0,3
"271","OPC004","19-Sep",4.38,0,0,0,0,0,0,0
"272","OPC004","19-Sep",4.59,0,0,0,0,0,0,0
"273","OPC004","19-Sep",5,0,0,0,0,0,0,0
"274","OPC004","19-Sep",5.21,3,0,1,0,0,0,4
"275","OPC004","19-Sep",5.42,0,0,0,0,0,0,0
"276","OPC004","19-Sep",5.84,0,0,0,0,0,0,0
"277","OPC004","19-Sep",6.15,1,0,0,0,0,0,1
"278","OPC004","19-Sep",6.26,0,0,0,0,0,0,0
"279","OPC004","19-Sep",6.68,0,0,0,0,0,0,0
"280","OPC004","19-Sep",6.99,1,0,0,0,0,0,1
"281","OPC004","19-Sep",7.2,3,0,0,0,0,0,3
"282","OPC004","19-Sep",7.41,0,0,0,0,0,0,0
"283","OPC004","19-Sep",7.83,2,0,0,0,0,0,2
"284","OPC004","19-Sep",8.03,1,0,0,0,0,0,1
"285","OPC004","19-Sep",8.35,2,0,0,0,0,1,3
"286","OPC004","19-Sep",8.66,1,0,0,0,0,0,1
"287","OPC004","19-Sep",8.97,0,0,0,0,0,0,0
"288","OPC004","19-Sep",9.29,3,4,2,0,0,0,9
"289","OPC004","19-Sep",9.6,4,3,1,0,0,0,8
"290","OPC004","19-Sep",9.92,0,0,0,0,0,0,0
"291","OPC004","19-Sep",10.33,0,0,0,0,0,0,0
"292","OPC004","19-Sep",10.65,0,0,0,0,0,0,0
"293","OPC004","19-Sep",10.96,0,0,0,0,0,0,0
"294","OPC004","19-Sep",11.27,1,0,0,0,0,0,1
"295","OPC004","19-Sep",11.59,1,0,0,0,0,0,1
"296","OPC004","19-Sep",12,1,0,0,0,0,0,1
"297","OPC004","19-Sep",12.32,0,0,0,0,0,0,0
"298","OPC004","19-Sep",12.53,0,0,0,0,0,0,0
"299","OPC004","19-Sep",13.05,0,0,0,0,0,0,0
"300","OPC004","19-Sep",13.36,0,0,0,0,0,0,0
"3011","OPC004","19-Sep",13.68,0,0,0,0,0,0,0
"3021","OPC004","19-Sep",13.99,1,0,0,0,0,0,1
"3031","OPC004","19-Sep",14.3,0,0,0,0,0,0,0
"3041","OPC004","19-Sep",14.83,0,0,0,0,0,0,0
"3051","OPC004","19-Sep",15.14,0,0,0,0,0,0,0
"3061","OPC004","19-Sep",15.45,0,0,0,0,0,0,0
"3071","OPC004","19-Sep",15.87,0,0,0,0,0,0,0
"3081","OPC004","19-Sep",16.18,0,0,0,0,0,0,0
"3091","OPC004","19-Sep",16.5,0,0,0,0,0,0,0
"3101","OPC004","19-Sep",17.02,1,0,0,0,0,0,1
"3111","OPC004","19-Sep",17.33,0,0,0,0,0,0,0
"3121","OPC004","19-Sep",17.54,5,1,0,0,0,0,6
"3131","OPC004","19-Sep",17.96,5,0,0,0,0,0,5
"3141","OPC004","19-Sep",18.38,1,1,0,0,0,0,2
"3151","OPC004","19-Sep",18.8,0,0,0,0,0,0,0
"3161","OPC004","19-Sep",19.01,1,0,0,0,0,0,1
"3171","OPC004","19-Sep",19.32,0,0,0,0,0,0,0
"3181","OPC004","19-Sep",19.95,0,0,0,1,0,0,1
"3191","OPC004","19-Sep",20.05,2,0,0,0,0,0,2
"3201","OPC004","19-Sep",20.36,0,0,0,0,0,0,0
"3211","OPC004","19-Sep",20.78,0,0,0,0,0,0,0
"3221","OPC004","19-Sep",21.1,0,0,0,0,0,0,0
"3231","OPC004","19-Sep",21.51,0,0,0,0,0,0,0
"3241","OPC004","19-Sep",21.72,2,0,0,0,0,0,2
"3251","OPC004","19-Sep",22.14,1,0,0,0,0,0,1
"3261","OPC004","19-Sep",22.56,1,0,0,0,0,0,1
"3271","OPC004","19-Sep",22.77,2,0,0,0,0,0,2
"3281","OPC004","19-Sep",23.08,2,0,0,0,0,0,2
"3291","OPC004","19-Sep",23.6,0,0,0,0,0,0,0
"3301","OPC004","19-Sep",24.02,0,0,0,0,0,0,0
"3311","OPC004","19-Sep",24.33,0,0,0,0,0,0,0
"3321","OPC004","19-Sep",24.65,1,1,0,0,0,0,2
"3331","OPC004","19-Sep",24.96,1,0,0,0,0,0,1
"3341","OPC004","19-Sep",25.27,0,0,0,0,0,0,0
"3351","OPC004","19-Sep",25.59,0,0,0,0,0,0,0
"3361","OPC004","19-Sep",25.9,0,0,0,0,0,0,0
"3371","OPC004","19-Sep",26.11,0,0,0,0,0,0,0
"3381","OPC004","19-Sep",26.53,0,0,0,0,0,0,0
"3391","OPC004","19-Sep",26.74,0,0,0,0,0,0,0
"3401","OPC004","19-Sep",26.95,0,0,0,0,0,0,0
"3411","OPC004","19-Sep",27.26,0,0,0,0,0,0,0
"3421","OPC004","19-Sep",27.57,0,0,0,0,0,0,0
"3431","OPC004","19-Sep",27.68,0,0,0,0,0,0,0
"3441","OPC004","19-Sep",28.1,0,0,0,0,0,0,0
"3451","OPC004","19-Sep",28.41,0,0,0,0,0,0,0
"3461","OPC004","19-Sep",28.62,3,0,0,0,0,0,3
"3471","OPC004","19-Sep",28.83,5,0,0,0,0,0,5
"3481","OPC004","19-Sep",29.04,0,0,0,0,0,0,0
"3491","OPC004","19-Sep",29.35,3,5,0,0,0,0,8
"3501","OPC004","19-Sep",29.56,3,0,0,0,0,0,3
"3511","OPC004","19-Sep",29.77,1,0,0,0,0,0,1
"3521","OPC004","19-Sep",30.08,0,0,0,0,0,0,0
"3531","OPC004","19-Sep",30.39,1,0,0,0,0,0,1
"3541","OPC004","19-Sep",30.5,1,1,0,0,0,0,2
"3551","OPC004","19-Sep",30.81,1,0,0,0,0,0,1
"3561","OPC004","19-Sep",31.13,1,0,0,0,0,0,1
"3571","OPC004","19-Sep",31.23,4,1,0,0,0,0,5
"3581","OPC004","19-Sep",31.65,0,1,0,0,0,0,1
"3591","OPC004","19-Sep",31.86,0,0,0,0,0,0,0
"3601","OPC004","19-Sep",32.07,0,0,0,0,0,0,0
"3611","OPC004","19-Sep",32.28,1,0,0,0,0,0,1
"3621","OPC004","19-Sep",32.48,5,6,4,3,0,1,19
"3631","OPC004","19-Sep",32.69,2,0,1,0,0,1,4
"3641","OPC004","19-Sep",33.11,1,0,0,0,0,0,1
"3651","OPC004","19-Sep",33.22,1,0,2,0,0,0,3
"3661","OPC004","19-Sep",33.53,5,2,0,1,0,0,8
"3671","OPC004","19-Sep",33.63,3,1,0,0,0,0,4
"3681","OPC004","19-Sep",33.95,5,1,1,0,0,0,7
"3691","OPC004","19-Sep",34.16,2,1,2,0,0,0,5
"3701","OPC004","19-Sep",34.26,2,1,1,0,1,0,5
"3711","OPC004","19-Sep",34.47,2,0,1,0,0,0,3
"3721","OPC004","19-Sep",34.68,4,0,0,0,0,0,4
"3731","OPC004","19-Sep",34.89,3,0,0,0,0,0,3
"3741","OPC004","19-Sep",35.2,2,1,0,0,0,0,3
"3751","OPC004","19-Sep",35.41,3,2,0,0,0,0,5
"3761","OPC004","19-Sep",35.62,3,0,0,0,0,0,3
"3771","OPC004","19-Sep",35.72,7,4,2,0,0,0,13
"3781","OPC004","19-Sep",35.93,5,6,1,0,0,0,12
"3791","OPC004","19-Sep",36.14,8,8,1,0,0,0,17
"3801","OPC004","19-Sep",36.25,4,3,4,6,3,0,20
"3811","OPC004","19-Sep",36.56,6,2,6,3,1,0,18
"3821","OPC004","19-Sep",36.77,4,0,0,0,0,0,4
"3831","OPC004","19-Sep",36.98,3,4,1,1,1,0,10
"3841","OPC004","19-Sep",37.19,4,3,1,0,0,0,8
"3851","OPC004","19-Sep",37.39,5,2,1,1,0,0,9
"3861","OPC004","19-Sep",37.6,3,10,3,0,2,0,18
"3871","OPC004","19-Sep",37.81,3,5,6,5,1,1,21
"3881","OPC004","19-Sep",37.92,5,3,1,0,0,0,9
"3891","OPC004","19-Sep",38.23,5,1,6,2,0,1,15
"3901","OPC004","19-Sep",38.54,5,4,2,3,2,0,16
"3911","OPC004","19-Sep",38.65,2,1,1,3,0,0,7
"3921","OPC004","19-Sep",38.75,9,3,4,2,0,0,18
"3931","OPC004","19-Sep",39.07,4,4,1,1,0,0,10
"3941","OPC004","19-Sep",39.38,2,1,2,2,2,0,9
"3951","OPC004","19-Sep",39.59,2,2,2,1,2,2,11
"3961","OPC004","19-Sep",39.69,6,5,2,6,1,2,22
"3971","OPC004","19-Sep",40.01,4,2,3,3,1,2,15
"3981","OPC004","19-Sep",40.22,5,1,1,1,0,1,9
"3991","OPC004","19-Sep",40.32,4,8,1,1,0,1,15
"4001","OPC004","19-Sep",40.63,4,2,0,4,1,0,11
"4011","OPC004","19-Sep",40.74,10,1,1,1,0,0,13
"4021","OPC004","19-Sep",40.95,3,4,0,0,0,0,7
"4031","OPC004","19-Sep",41.26,0,3,3,1,0,0,7
"4041","OPC004","19-Sep",41.47,4,4,2,1,1,0,12
"4051","OPC004","19-Sep",41.68,2,3,6,6,0,2,19
"4061","OPC004","19-Sep",41.89,8,6,1,6,4,2,27
"4071","OPC004","19-Sep",41.99,0,4,2,1,1,1,9
"4081","OPC004","19-Sep",42.41,4,1,2,2,3,2,14
"4091","OPC004","19-Sep",42.51,6,3,5,5,1,0,20
"4101","OPC004","19-Sep",42.72,5,0,2,7,5,3,22
"4111","OPC004","19-Sep",43.04,1,3,1,2,0,0,7
"4121","OPC004","19-Sep",43.14,5,3,3,3,0,1,15
"4131","OPC004","19-Sep",43.45,1,6,6,3,0,1,17
"4141","OPC004","19-Sep",43.66,7,2,3,1,0,1,14
"4151","OPC004","19-Sep",43.77,7,4,3,3,3,2,22
"4161","OPC004","19-Sep",44.08,1,4,2,0,2,2,11
"4171","OPC004","19-Sep",44.19,6,4,3,5,1,1,20
"4181","OPC004","19-Sep",44.5,8,7,6,0,2,2,25
"4191","OPC004","19-Sep",44.71,3,5,2,2,1,3,16
"4201","OPC004","19-Sep",44.81,9,1,3,3,3,4,23
"4211","OPC004","19-Sep",45.13,6,6,2,6,4,3,27
"4221","OPC004","19-Sep",45.34,3,0,3,3,1,2,12
"4231","OPC004","19-Sep",45.54,3,4,3,3,1,2,16
"4241","OPC004","19-Sep",45.86,4,3,2,1,0,0,10
"4251","OPC004","19-Sep",45.96,3,3,2,0,0,0,8
"4261","OPC004","19-Sep",46.28,4,8,3,1,0,2,18
"4271","OPC004","19-Sep",46.38,6,6,2,4,0,1,19
"4281","OPC004","19-Sep",46.69,4,1,1,0,1,0,7
"4291","OPC004","19-Sep",46.9,8,2,2,1,2,2,17
"4301","OPC004","19-Sep",47.11,4,2,1,0,3,2,12
"4311","OPC004","19-Sep",47.32,3,2,2,1,1,1,10
"4321","OPC004","19-Sep",47.43,5,3,4,3,0,1,16
"4331","OPC004","19-Sep",47.74,2,6,2,2,2,0,14
"4341","OPC004","19-Sep",47.95,2,1,3,0,2,1,9
"4351","OPC004","19-Sep",48.05,4,3,0,4,0,1,12
"4361","OPC004","19-Sep",48.37,8,6,6,2,3,1,26
"4371","OPC004","19-Sep",48.57,2,5,2,6,3,2,20
"4381","OPC004","19-Sep",48.78,5,2,9,2,1,2,21
"4391","OPC004","19-Sep",48.89,6,1,6,2,1,3,19
"4401","OPC004","19-Sep",49.1,2,3,5,8,4,2,24
"4411","OPC004","19-Sep",49.31,7,2,5,5,3,0,22
"4421","OPC004","19-Sep",49.72,4,2,1,3,2,1,13
"4431","OPC004","19-Sep",49.83,3,1,1,2,0,3,10
"4441","OPC004","19-Sep",50.04,0,0,2,2,1,0,5
"4451","OPC004","19-Sep",50.14,1,3,3,1,1,3,12
"4461","OPC004","19-Sep",50.46,2,3,4,5,4,3,21
"4471","OPC004","19-Sep",50.66,2,1,6,5,2,2,18
"4481","OPC004","19-Sep",50.77,9,5,3,3,4,1,25
"4491","OPC004","19-Sep",50.98,6,5,5,4,3,1,24
"4501","OPC004","19-Sep",51.19,1,4,3,2,3,3,16
"4511","OPC004","19-Sep",51.29,2,5,6,5,1,3,22
"4521","OPC004","19-Sep",51.71,4,4,6,4,6,3,27
"4531","OPC004","19-Sep",51.81,3,3,3,1,2,5,17
"4541","OPC004","19-Sep",51.81,2,6,5,1,3,0,17
"4551","OPC004","19-Sep",52.23,8,2,2,6,5,0,23
"4561","OPC004","19-Sep",52.44,3,7,2,4,2,2,20
"4571","OPC004","19-Sep",52.44,3,3,4,4,1,2,17
"4581","OPC004","19-Sep",52.75,4,2,3,3,4,2,18
"4591","OPC004","19-Sep",53.07,2,8,4,6,2,0,22
"4601","OPC004","19-Sep",53.28,6,2,1,4,1,3,17
"4611","OPC004","19-Sep",53.49,5,1,2,5,0,2,15
"4621","OPC004","19-Sep",53.59,2,3,3,5,2,2,17
"4631","OPC004","19-Sep",53.8,2,3,0,2,1,2,10
"4641","OPC004","19-Sep",54.01,6,10,4,5,4,2,31
"4651","OPC004","19-Sep",54.32,8,6,3,4,3,2,26
"4661","OPC004","19-Sep",54.43,5,4,2,0,2,1,14
"4671","OPC004","19-Sep",54.53,2,3,5,2,3,6,21
"4681","OPC004","19-Sep",54.84,6,1,4,4,1,3,19
"4691","OPC004","19-Sep",55.16,0,1,3,2,2,1,9
"4701","OPC004","19-Sep",55.26,3,6,5,1,3,5,23
"4711","OPC004","19-Sep",55.47,7,4,7,2,4,6,30
"4721","OPC004","19-Sep",55.68,5,1,12,3,1,4,26
"4731","OPC004","19-Sep",55.99,6,6,5,1,2,3,23
"4741","OPC004","19-Sep",55.99,2,2,4,3,4,3,18
"4751","OPC004","19-Sep",56.31,5,2,2,3,4,0,16
"4761","OPC004","19-Sep",56.52,7,3,5,3,2,2,22
"4771","OPC004","19-Sep",56.83,10,4,3,2,3,1,23
"4781","OPC004","19-Sep",56.83,4,0,4,0,5,1,14
"4791","OPC004","19-Sep",56.93,6,2,5,2,2,1,18
"4801","OPC004","19-Sep",57.46,3,3,1,1,2,6,16
"4811","OPC004","19-Sep",57.46,7,5,2,4,1,2,21
"4821","OPC004","19-Sep",57.56,8,1,7,5,1,3,25
"4831","OPC004","19-Sep",57.87,2,4,2,3,3,1,15
"4841","OPC004","19-Sep",58.08,4,5,3,5,1,5,23
"4851","OPC004","19-Sep",58.19,4,5,4,3,2,3,21
"4861","OPC004","19-Sep",58.4,2,6,4,4,2,2,20
"4871","OPC004","19-Sep",58.61,3,3,1,1,4,4,16
"4881","OPC004","19-Sep",58.81,3,4,3,2,2,3,17
"4891","OPC004","19-Sep",59.02,2,1,1,3,3,1,11
"4901","OPC004","19-Sep",59.23,5,2,2,4,5,1,19
"491","OPC004","19-Sep",59.34,4,2,2,5,5,1,19
"492","OPC004","19-Sep",59.55,5,9,2,1,2,4,23
