"","Cast","Date","Depth_m","Bin8","Bin9","Bin10","Bin11","Bin12","Bin13","Bin_Sum"
"33110","OPC035","26-Sep",71.46,4,2,3,1,0,0,10
"33210","OPC035","26-Sep",71.87,3,4,3,2,0,1,13
"1894","OPC036","26-Sep",0.3,0,0,0,0,0,0,0
"1904","OPC036","26-Sep",0.41,2,0,1,0,0,0,3
"1915","OPC036","26-Sep",0.62,1,0,0,0,0,0,1
"1925","OPC036","26-Sep",0.62,0,0,0,0,0,0,0
"1935","OPC036","26-Sep",0.93,1,0,0,0,0,0,1
"1945","OPC036","26-Sep",1.24,0,0,0,0,0,0,0
"1955","OPC036","26-Sep",1.45,0,0,0,0,0,0,0
"1965","OPC036","26-Sep",1.77,2,1,2,0,0,0,5
"1975","OPC036","26-Sep",1.97,0,0,0,0,0,0,0
"1986","OPC036","26-Sep",2.29,1,1,0,0,0,0,2
"1996","OPC036","26-Sep",2.71,3,1,1,0,0,0,5
"2006","OPC036","26-Sep",3.12,1,0,0,0,0,0,1
"2016","OPC036","26-Sep",3.54,3,2,0,0,0,0,5
"2026","OPC036","26-Sep",3.96,2,0,1,0,0,0,3
"2036","OPC036","26-Sep",4.38,5,1,1,1,0,0,8
"2046","OPC036","26-Sep",5,2,4,0,0,0,0,6
"2056","OPC036","26-Sep",5.42,2,0,0,0,0,0,2
"2066","OPC036","26-Sep",5.74,1,0,0,0,0,0,1
"2077","OPC036","26-Sep",6.15,4,1,0,0,0,0,5
"2087","OPC036","26-Sep",6.36,0,0,0,0,0,0,0
"2097","OPC036","26-Sep",6.68,0,0,0,0,0,0,0
"2107","OPC036","26-Sep",6.89,0,0,0,0,0,0,0
"2117","OPC036","26-Sep",7.2,0,0,0,0,0,0,0
"2127","OPC036","26-Sep",7.41,0,0,0,0,0,0,0
"2137","OPC036","26-Sep",7.72,0,0,0,0,0,0,0
"2147","OPC036","26-Sep",7.93,0,0,0,0,0,0,0
"2157","OPC036","26-Sep",8.24,1,1,0,0,0,0,2
"2167","OPC036","26-Sep",8.56,1,0,0,0,0,0,1
"2177","OPC036","26-Sep",8.77,0,0,0,0,0,0,0
"2187","OPC036","26-Sep",9.18,2,1,0,1,0,0,4
"2197","OPC036","26-Sep",9.39,0,0,0,0,0,0,0
"2207","OPC036","26-Sep",9.71,1,0,1,0,0,0,2
"2217","OPC036","26-Sep",10.12,2,1,0,0,0,0,3
"2227","OPC036","26-Sep",10.23,0,0,0,0,0,0,0
"2237","OPC036","26-Sep",10.65,0,0,0,0,0,0,0
"2247","OPC036","26-Sep",10.96,1,0,0,0,0,0,1
"2257","OPC036","26-Sep",11.27,0,0,0,0,0,0,0
"2267","OPC036","26-Sep",11.59,0,0,0,0,0,0,0
"2277","OPC036","26-Sep",11.9,0,1,0,0,0,0,1
"2287","OPC036","26-Sep",12.11,0,0,0,0,0,0,0
"2297","OPC036","26-Sep",12.42,1,0,0,0,0,0,1
"2307","OPC036","26-Sep",12.95,2,1,0,0,0,0,3
"2317","OPC036","26-Sep",13.15,0,0,0,0,0,0,0
"2327","OPC036","26-Sep",13.47,0,1,0,0,0,0,1
"2337","OPC036","26-Sep",13.68,0,1,0,0,0,0,1
"2347","OPC036","26-Sep",13.99,0,0,0,0,0,0,0
"2357","OPC036","26-Sep",14.41,0,1,0,0,0,0,1
"2367","OPC036","26-Sep",14.72,1,1,0,0,0,0,2
"2377","OPC036","26-Sep",15.03,0,0,0,0,0,0,0
"2387","OPC036","26-Sep",15.35,0,0,0,0,0,0,0
"2397","OPC036","26-Sep",15.45,0,0,0,0,0,0,0
"2407","OPC036","26-Sep",15.87,3,0,0,0,0,0,3
"2417","OPC036","26-Sep",16.29,0,0,0,0,0,0,0
"2427","OPC036","26-Sep",16.5,3,0,0,0,0,0,3
"2437","OPC036","26-Sep",16.92,0,0,0,0,0,0,0
"2447","OPC036","26-Sep",17.12,0,0,0,0,0,0,0
"2457","OPC036","26-Sep",17.44,1,0,0,0,0,0,1
"2467","OPC036","26-Sep",17.86,1,1,0,0,0,0,2
"2477","OPC036","26-Sep",18.07,0,0,0,0,0,0,0
"2487","OPC036","26-Sep",18.38,0,1,0,0,0,0,1
"2497","OPC036","26-Sep",18.8,1,0,0,0,0,0,1
"2507","OPC036","26-Sep",19.21,1,0,0,0,0,0,1
"2517","OPC036","26-Sep",19.42,1,0,0,0,0,0,1
"2527","OPC036","26-Sep",19.84,2,1,0,0,0,0,3
"2539","OPC036","26-Sep",20.05,0,0,0,0,0,0,0
"2549","OPC036","26-Sep",20.36,2,0,0,0,0,0,2
"2559","OPC036","26-Sep",20.68,2,0,0,0,0,0,2
"2569","OPC036","26-Sep",20.89,0,0,0,0,0,0,0
"2579","OPC036","26-Sep",21.41,3,1,0,0,0,0,4
"2589","OPC036","26-Sep",21.72,2,1,0,0,0,0,3
"2599","OPC036","26-Sep",22.04,0,0,0,0,0,0,0
"2609","OPC036","26-Sep",22.45,1,1,0,0,0,0,2
"2619","OPC036","26-Sep",22.66,0,0,0,0,0,0,0
"2629","OPC036","26-Sep",22.98,0,0,0,0,0,0,0
"2639","OPC036","26-Sep",23.39,2,0,0,0,0,0,2
"2649","OPC036","26-Sep",23.71,1,0,0,0,0,0,1
"2659","OPC036","26-Sep",24.02,0,0,0,0,0,0,0
"2669","OPC036","26-Sep",24.44,0,0,0,0,0,0,0
"2679","OPC036","26-Sep",24.65,0,0,0,0,0,0,0
"2689","OPC036","26-Sep",25.07,0,0,0,0,0,0,0
"2699","OPC036","26-Sep",25.38,0,0,0,0,0,0,0
"2709","OPC036","26-Sep",25.69,1,0,0,0,0,0,1
"2719","OPC036","26-Sep",26.01,0,0,0,0,0,0,0
"2729","OPC036","26-Sep",26.42,1,1,0,0,0,0,2
"2739","OPC036","26-Sep",26.74,1,0,0,0,0,0,1
"2749","OPC036","26-Sep",27.05,0,0,0,0,0,0,0
"2759","OPC036","26-Sep",27.26,0,0,0,0,0,0,0
"2769","OPC036","26-Sep",27.68,0,0,0,0,0,0,0
"2779","OPC036","26-Sep",28.1,0,0,0,0,0,0,0
"2789","OPC036","26-Sep",28.3,0,0,0,0,0,0,0
"2799","OPC036","26-Sep",28.72,1,0,0,0,0,0,1
"2809","OPC036","26-Sep",29.04,0,0,0,0,0,0,0
"2819","OPC036","26-Sep",29.45,0,0,0,0,0,0,0
"2829","OPC036","26-Sep",29.56,0,0,0,0,0,0,0
"2839","OPC036","26-Sep",29.98,0,0,0,0,0,0,0
"2849","OPC036","26-Sep",30.29,0,0,0,0,0,0,0
"2859","OPC036","26-Sep",30.6,0,0,0,0,0,0,0
"2869","OPC036","26-Sep",30.92,0,0,0,0,0,0,0
"2879","OPC036","26-Sep",31.23,0,0,0,0,0,0,0
"2889","OPC036","26-Sep",31.54,0,0,0,0,0,0,0
"28910","OPC036","26-Sep",31.86,0,0,0,0,0,0,0
"29010","OPC036","26-Sep",32.28,0,0,0,0,0,0,0
"29110","OPC036","26-Sep",32.48,0,0,0,0,0,0,0
"29210","OPC036","26-Sep",32.9,0,0,0,0,0,0,0
"29310","OPC036","26-Sep",33.22,0,0,0,0,0,0,0
"29410","OPC036","26-Sep",33.53,0,0,0,0,0,0,0
"29510","OPC036","26-Sep",33.84,0,1,0,0,0,0,1
"29610","OPC036","26-Sep",34.26,1,0,0,0,0,0,1
"29710","OPC036","26-Sep",34.47,0,0,0,0,0,0,0
"29810","OPC036","26-Sep",34.89,1,1,0,0,0,0,2
"29910","OPC036","26-Sep",35.2,0,0,0,0,0,0,0
"30010","OPC036","26-Sep",35.51,0,0,0,0,0,0,0
"30111","OPC036","26-Sep",35.72,0,0,0,0,0,0,0
"30211","OPC036","26-Sep",36.25,3,0,0,0,0,0,3
"30311","OPC036","26-Sep",36.45,0,0,0,0,0,0,0
"30411","OPC036","26-Sep",36.87,0,1,0,0,0,0,1
"30511","OPC036","26-Sep",37.29,1,0,1,0,0,0,2
"30611","OPC036","26-Sep",37.39,0,0,0,0,0,0,0
"30711","OPC036","26-Sep",37.92,0,0,0,0,0,0,0
"30811","OPC036","26-Sep",38.23,0,2,1,0,0,0,3
"30911","OPC036","26-Sep",38.54,0,0,0,0,0,0,0
"31011","OPC036","26-Sep",38.86,0,0,0,0,0,0,0
"31111","OPC036","26-Sep",39.28,0,0,0,0,0,0,0
"31211","OPC036","26-Sep",39.59,0,0,0,0,0,0,0
"31311","OPC036","26-Sep",39.9,0,0,0,0,0,0,0
"31411","OPC036","26-Sep",40.32,1,0,1,0,0,0,2
"31511","OPC036","26-Sep",40.63,0,0,0,0,0,0,0
"31611","OPC036","26-Sep",40.84,0,0,2,0,0,0,2
"31711","OPC036","26-Sep",41.37,1,0,0,0,0,0,1
"31811","OPC036","26-Sep",41.57,0,0,0,0,0,0,0
"31911","OPC036","26-Sep",41.99,1,0,0,0,0,0,1
"32011","OPC036","26-Sep",42.31,1,1,0,0,0,0,2
"32111","OPC036","26-Sep",42.62,0,0,0,0,0,0,0
"32211","OPC036","26-Sep",43.04,1,0,0,0,0,0,1
"32311","OPC036","26-Sep",43.35,0,0,0,0,0,0,0
"32411","OPC036","26-Sep",43.77,1,0,0,0,0,0,1
"32511","OPC036","26-Sep",43.98,0,0,0,0,0,1,1
"32611","OPC036","26-Sep",44.4,0,0,0,0,0,0,0
"32711","OPC036","26-Sep",44.81,0,1,0,0,0,0,1
"32811","OPC036","26-Sep",44.92,0,0,0,0,0,0,0
"32911","OPC036","26-Sep",45.44,0,1,0,0,0,0,1
"33011","OPC036","26-Sep",45.65,0,0,0,0,0,0,0
"33111","OPC036","26-Sep",45.96,1,0,0,0,0,0,1
"33211","OPC036","26-Sep",46.28,0,0,0,0,0,0,0
"33310","OPC036","26-Sep",46.59,0,0,0,0,0,0,0
"33410","OPC036","26-Sep",47.01,1,0,0,0,0,0,1
"33510","OPC036","26-Sep",47.43,0,0,0,0,0,0,0
"33610","OPC036","26-Sep",47.63,2,0,0,0,0,0,2
"33710","OPC036","26-Sep",48.05,0,1,0,0,0,0,1
"33810","OPC036","26-Sep",48.37,0,0,0,0,0,0,0
"33911","OPC036","26-Sep",48.68,1,0,0,0,0,0,1
"34011","OPC036","26-Sep",48.99,1,0,0,0,0,0,1
"34111","OPC036","26-Sep",49.41,0,0,1,0,0,0,1
"34211","OPC036","26-Sep",49.72,0,0,1,0,0,0,1
"34311","OPC036","26-Sep",50.04,0,0,0,0,0,0,0
"34411","OPC036","26-Sep",50.46,1,0,1,0,0,0,2
"34511","OPC036","26-Sep",50.77,0,0,0,1,0,0,1
"34610","OPC036","26-Sep",51.08,0,0,0,0,0,0,0
"34710","OPC036","26-Sep",51.5,2,0,0,0,0,0,2
"34810","OPC036","26-Sep",51.81,1,0,0,0,0,0,1
"34910","OPC036","26-Sep",52.02,0,0,0,0,0,0,0
"35010","OPC036","26-Sep",52.55,2,0,0,0,0,0,2
"35110","OPC036","26-Sep",52.86,1,0,0,0,1,0,2
"35210","OPC036","26-Sep",53.17,0,0,0,0,0,0,0
"35310","OPC036","26-Sep",53.59,0,0,0,0,0,0,0
"35410","OPC036","26-Sep",54.01,0,1,0,0,0,0,1
"35510","OPC036","26-Sep",54.22,0,0,0,0,0,0,0
"35610","OPC036","26-Sep",54.63,1,0,0,0,0,0,1
"35710","OPC036","26-Sep",54.95,1,1,1,0,1,0,4
"35811","OPC036","26-Sep",55.37,2,0,0,0,0,0,2
"35911","OPC036","26-Sep",55.68,2,1,1,0,0,0,4
"36011","OPC036","26-Sep",56.1,0,1,0,0,0,0,1
"36111","OPC036","26-Sep",56.41,1,0,0,1,0,0,2
"36211","OPC036","26-Sep",56.62,0,0,0,0,0,0,0
"36311","OPC036","26-Sep",57.25,3,1,0,0,1,0,5
"36411","OPC036","26-Sep",57.56,6,0,1,0,0,0,7
"36511","OPC036","26-Sep",57.77,0,1,0,0,0,0,1
"36611","OPC036","26-Sep",58.29,1,7,1,0,0,0,9
"36711","OPC036","26-Sep",58.5,6,0,0,0,0,1,7
"36811","OPC036","26-Sep",58.81,0,1,0,0,0,0,1
"36911","OPC036","26-Sep",59.23,2,1,1,0,0,0,4
"37011","OPC036","26-Sep",59.65,3,1,0,0,0,0,4
"37111","OPC036","26-Sep",59.86,2,0,0,0,0,0,2
"37211","OPC036","26-Sep",60.38,5,2,2,2,0,0,11
"37311","OPC036","26-Sep",60.59,2,1,0,0,0,0,3
"37411","OPC036","26-Sep",60.8,1,0,0,0,0,0,1
"37511","OPC036","26-Sep",61.32,4,4,0,0,0,1,9
"37611","OPC036","26-Sep",61.43,2,0,0,0,0,0,2
"37710","OPC036","26-Sep",61.84,2,2,2,0,0,0,6
"37810","OPC036","26-Sep",62.37,7,6,3,1,0,0,17
"37910","OPC036","26-Sep",62.47,0,0,0,0,0,0,0
"38010","OPC036","26-Sep",62.89,4,1,1,0,0,0,6
"38110","OPC036","26-Sep",63.31,3,3,4,1,0,0,11
"38210","OPC036","26-Sep",63.52,3,1,2,0,0,0,6
"38310","OPC036","26-Sep",63.93,3,3,0,0,0,0,6
"38410","OPC036","26-Sep",64.35,1,2,2,2,0,1,8
"38510","OPC036","26-Sep",64.56,3,2,0,0,0,0,5
"38610","OPC036","26-Sep",64.98,6,0,1,0,0,0,7
"38710","OPC036","26-Sep",65.29,4,1,1,0,0,0,6
"38810","OPC036","26-Sep",65.61,2,4,3,2,0,0,11
"38910","OPC036","26-Sep",65.92,5,5,1,0,2,0,13
"39010","OPC036","26-Sep",66.34,5,2,4,0,0,0,11
"39110","OPC036","26-Sep",66.65,2,5,2,1,1,0,11
"39210","OPC036","26-Sep",66.96,2,3,1,0,2,0,8
"39310","OPC036","26-Sep",67.38,2,2,3,5,0,0,12
"39410","OPC036","26-Sep",67.8,1,9,2,0,1,0,13
"39510","OPC036","26-Sep",68.01,3,3,3,1,0,0,10
"39610","OPC036","26-Sep",68.53,7,0,5,0,0,1,13
"39710","OPC036","26-Sep",68.84,1,2,0,1,0,0,4
"39810","OPC036","26-Sep",69.05,4,0,1,2,0,0,7
"39910","OPC036","26-Sep",69.47,4,0,2,0,0,0,6
"40010","OPC036","26-Sep",69.89,3,4,3,1,0,1,12
"40110","OPC036","26-Sep",70.2,2,4,6,1,0,0,13
"40210","OPC036","26-Sep",70.52,4,4,3,4,2,1,18
"40310","OPC036","26-Sep",70.83,3,2,2,0,2,0,9
"40410","OPC036","26-Sep",70.93,2,3,2,0,0,0,7
"40510","OPC036","26-Sep",71.04,0,1,0,0,0,0,1
"1492","OPC037","26-Sep",0.2,0,0,0,0,0,0,0
"1502","OPC037","26-Sep",0.3,0,0,0,0,0,0,0
"1512","OPC037","26-Sep",0.41,1,0,0,0,0,0,1
"1522","OPC037","26-Sep",0.62,0,0,0,0,0,0,0
"1532","OPC037","26-Sep",0.93,0,0,0,0,0,0,0
"1542","OPC037","26-Sep",1.14,0,0,1,0,0,0,1
"1552","OPC037","26-Sep",1.35,0,0,0,0,0,0,0
"1562","OPC037","26-Sep",1.56,0,0,0,0,0,0,0
"1572","OPC037","26-Sep",1.87,1,2,0,0,0,0,3
"1582","OPC037","26-Sep",2.08,0,0,0,0,0,0,0
"1592","OPC037","26-Sep",2.29,0,1,0,1,0,0,2
"1602","OPC037","26-Sep",2.71,0,0,0,1,0,0,1
"1612","OPC037","26-Sep",3.02,0,2,0,0,0,0,2
"1622","OPC037","26-Sep",3.23,0,0,0,0,0,1,1
"1632","OPC037","26-Sep",3.75,1,2,0,0,0,0,3
"1642","OPC037","26-Sep",3.96,0,0,0,0,0,1,1
"1652","OPC037","26-Sep",4.27,0,0,0,0,0,0,0
"1663","OPC037","26-Sep",4.69,2,0,0,0,0,0,2
"1673","OPC037","26-Sep",5.11,1,0,0,0,0,0,1
"1683","OPC037","26-Sep",5.42,0,0,1,0,0,0,1
"1694","OPC037","26-Sep",5.84,1,2,0,0,0,0,3
"1704","OPC037","26-Sep",6.15,1,0,0,0,0,0,1
"1714","OPC037","26-Sep",6.68,0,0,0,0,0,0,0
"1724","OPC037","26-Sep",6.99,0,0,0,0,0,0,0
"1734","OPC037","26-Sep",7.3,0,0,0,0,0,0,0
"1744","OPC037","26-Sep",7.72,0,0,0,0,0,0,0
"1754","OPC037","26-Sep",8.24,0,1,0,0,0,0,1
"1764","OPC037","26-Sep",8.56,0,0,0,0,0,0,0
"1774","OPC037","26-Sep",8.97,0,0,0,0,0,0,0
"1784","OPC037","26-Sep",9.39,0,0,0,0,0,0,0
"1794","OPC037","26-Sep",9.81,0,0,0,0,0,1,1
"1804","OPC037","26-Sep",10.12,0,1,1,0,0,0,2
"1814","OPC037","26-Sep",10.65,0,0,0,1,0,0,1
"1824","OPC037","26-Sep",11.06,0,0,0,0,0,0,0
"1834","OPC037","26-Sep",11.38,0,0,0,0,0,0,0
"1844","OPC037","26-Sep",11.69,1,0,0,0,0,0,1
"1854","OPC037","26-Sep",12.11,0,1,0,0,0,0,1
"1864","OPC037","26-Sep",12.53,1,0,0,0,0,0,1
"1874","OPC037","26-Sep",12.84,1,0,1,0,0,1,3
"1884","OPC037","26-Sep",13.26,2,0,0,0,0,0,2
"1895","OPC037","26-Sep",13.68,0,1,0,0,0,0,1
"1905","OPC037","26-Sep",13.99,1,0,0,0,0,0,1
"1916","OPC037","26-Sep",14.41,1,0,0,0,0,0,1
"1926","OPC037","26-Sep",14.83,0,0,0,0,0,0,0
"1936","OPC037","26-Sep",15.24,0,1,1,0,0,0,2
"1946","OPC037","26-Sep",15.56,3,0,0,1,0,0,4
"1956","OPC037","26-Sep",16.08,2,0,0,0,0,0,2
"1966","OPC037","26-Sep",16.39,1,1,0,0,0,0,2
"1976","OPC037","26-Sep",16.81,1,1,0,1,0,0,3
"1987","OPC037","26-Sep",17.23,1,0,0,0,0,0,1
"1997","OPC037","26-Sep",17.65,1,1,1,0,0,0,3
"2007","OPC037","26-Sep",18.07,0,0,0,0,0,0,0
"2017","OPC037","26-Sep",18.48,0,0,0,0,0,0,0
"2027","OPC037","26-Sep",18.9,1,0,0,0,0,0,1
"2037","OPC037","26-Sep",19.32,1,1,1,0,0,1,4
"2047","OPC037","26-Sep",19.63,2,0,1,0,0,0,3
"2057","OPC037","26-Sep",20.05,0,1,0,1,0,0,2
"2067","OPC037","26-Sep",20.57,0,0,0,1,0,0,1
"2078","OPC037","26-Sep",20.99,1,1,0,1,0,1,4
"2088","OPC037","26-Sep",21.3,0,0,0,0,1,1,2
"2098","OPC037","26-Sep",21.83,0,0,1,0,0,0,1
"2108","OPC037","26-Sep",22.14,0,0,0,0,0,0,0
"2118","OPC037","26-Sep",22.56,1,0,0,1,0,0,2
"2128","OPC037","26-Sep",22.98,0,0,0,0,0,0,0
"2138","OPC037","26-Sep",23.5,1,1,0,0,0,0,2
"2148","OPC037","26-Sep",23.92,1,0,0,0,0,0,1
"2158","OPC037","26-Sep",24.23,1,0,0,0,0,0,1
"2168","OPC037","26-Sep",24.75,0,0,0,0,0,0,0
"2178","OPC037","26-Sep",25.07,0,0,0,0,0,0,0
"2188","OPC037","26-Sep",25.48,0,0,0,0,0,0,0
"2198","OPC037","26-Sep",26.01,1,0,0,1,0,0,2
"2208","OPC037","26-Sep",26.32,0,0,0,0,0,0,0
"2218","OPC037","26-Sep",26.84,1,1,1,0,0,1,4
"2228","OPC037","26-Sep",27.26,0,1,0,0,1,0,2
"2238","OPC037","26-Sep",27.68,1,0,0,0,0,0,1
"2248","OPC037","26-Sep",27.99,0,0,1,0,0,0,1
"2258","OPC037","26-Sep",28.51,1,2,0,0,0,0,3
"2268","OPC037","26-Sep",28.83,0,1,0,0,0,0,1
"2278","OPC037","26-Sep",29.14,1,1,0,0,0,0,2
"2288","OPC037","26-Sep",29.66,0,0,0,0,0,0,0
"2298","OPC037","26-Sep",30.08,0,0,1,3,1,0,5
"2308","OPC037","26-Sep",30.5,0,1,1,0,1,1,4
"2318","OPC037","26-Sep",30.92,0,1,2,0,1,0,4
"2328","OPC037","26-Sep",31.33,2,1,0,0,0,1,4
"2338","OPC037","26-Sep",31.75,0,0,0,0,1,0,1
"2348","OPC037","26-Sep",32.28,0,1,1,0,0,0,2
"2358","OPC037","26-Sep",32.59,0,1,1,2,2,0,6
"2368","OPC037","26-Sep",33.11,1,1,0,0,2,1,5
"2378","OPC037","26-Sep",33.53,0,0,0,2,1,1,4
"2388","OPC037","26-Sep",33.84,0,1,0,0,1,0,2
"2398","OPC037","26-Sep",34.36,1,0,3,0,1,0,5
"2408","OPC037","26-Sep",34.78,0,0,0,0,1,0,1
"2418","OPC037","26-Sep",35.2,0,0,0,0,0,1,1
"2428","OPC037","26-Sep",35.62,0,0,0,0,1,1,2
"2438","OPC037","26-Sep",36.25,0,0,0,0,0,1,1
"2448","OPC037","26-Sep",36.56,1,0,0,0,0,0,1
"2458","OPC037","26-Sep",37.08,0,0,0,0,0,0,0
"2468","OPC037","26-Sep",37.5,0,0,0,0,0,1,1
"2478","OPC037","26-Sep",37.92,0,0,0,0,1,2,3
"2488","OPC037","26-Sep",38.34,0,0,0,0,0,0,0
"2498","OPC037","26-Sep",38.86,1,0,0,0,0,0,1
"2508","OPC037","26-Sep",39.28,0,0,0,0,1,0,1
"2518","OPC037","26-Sep",39.8,0,0,1,0,0,0,1
"2528","OPC037","26-Sep",40.22,1,0,0,0,0,0,1
"25310","OPC037","26-Sep",40.74,0,1,0,0,0,0,1
"25410","OPC037","26-Sep",41.05,1,0,1,0,3,0,5
"25510","OPC037","26-Sep",41.57,0,0,0,0,0,1,1
"25610","OPC037","26-Sep",41.99,1,0,0,1,0,0,2
"25710","OPC037","26-Sep",42.51,0,0,2,0,0,0,2
"25810","OPC037","26-Sep",42.93,0,0,0,0,0,0,0
"25910","OPC037","26-Sep",43.45,0,0,0,0,0,0,0
"26010","OPC037","26-Sep",43.87,0,0,1,0,0,0,1
"26110","OPC037","26-Sep",44.19,0,0,1,0,1,0,2
"26210","OPC037","26-Sep",44.71,1,0,0,0,0,0,1
"26310","OPC037","26-Sep",45.13,0,0,0,0,0,0,0
"26410","OPC037","26-Sep",45.65,0,0,0,0,0,0,0
"26510","OPC037","26-Sep",45.96,2,0,0,0,0,0,2
"26610","OPC037","26-Sep",46.38,1,0,1,0,0,1,3
"26710","OPC037","26-Sep",46.8,0,0,0,0,0,0,0
"26810","OPC037","26-Sep",47.32,0,0,0,1,0,0,1
"26910","OPC037","26-Sep",47.74,1,0,0,0,0,0,1
"27010","OPC037","26-Sep",48.16,0,0,0,0,0,0,0
"27110","OPC037","26-Sep",48.68,1,0,0,0,0,0,1
"27210","OPC037","26-Sep",49.1,0,0,0,0,0,0,0
"27310","OPC037","26-Sep",49.52,0,0,0,1,0,0,1
"27410","OPC037","26-Sep",50.04,0,0,0,0,0,0,0
"27510","OPC037","26-Sep",50.46,0,0,0,0,0,0,0
"27610","OPC037","26-Sep",50.98,0,0,0,0,0,0,0
"27710","OPC037","26-Sep",51.4,1,1,0,0,0,0,2
"27810","OPC037","26-Sep",51.81,0,1,0,0,0,0,1
"27910","OPC037","26-Sep",52.34,0,1,0,0,0,0,1
"28010","OPC037","26-Sep",52.86,2,1,1,0,0,0,4
"28110","OPC037","26-Sep",53.17,1,1,0,0,0,0,2
"28210","OPC037","26-Sep",53.59,0,0,0,0,0,0,0
"28310","OPC037","26-Sep",54.11,0,1,0,0,0,0,1
"28410","OPC037","26-Sep",54.53,0,0,0,0,0,0,0
"28510","OPC037","26-Sep",54.95,0,0,0,0,0,0,0
"28610","OPC037","26-Sep",55.58,1,0,0,0,0,0,1
"28710","OPC037","26-Sep",55.89,0,0,0,0,0,0,0
"28810","OPC037","26-Sep",56.41,2,0,0,2,0,0,4
"28911","OPC037","26-Sep",56.93,1,2,0,0,0,0,3
"29011","OPC037","26-Sep",57.35,0,0,0,0,0,0,0
"29111","OPC037","26-Sep",57.87,2,1,0,0,0,0,3
"29211","OPC037","26-Sep",58.4,0,0,0,0,0,0,0
"29311","OPC037","26-Sep",58.71,2,0,0,0,0,0,2
"29411","OPC037","26-Sep",59.23,0,0,0,1,0,0,1
"29511","OPC037","26-Sep",59.75,1,1,0,1,0,0,3
"29611","OPC037","26-Sep",60.17,0,0,0,0,0,0,0
"29711","OPC037","26-Sep",60.59,0,0,1,0,0,0,1
"29811","OPC037","26-Sep",61.01,0,1,0,0,0,0,1
"29911","OPC037","26-Sep",61.43,0,0,0,0,0,0,0
"30011","OPC037","26-Sep",61.84,0,0,0,0,0,0,0
"30112","OPC037","26-Sep",62.37,0,0,1,0,0,0,1
"30212","OPC037","26-Sep",62.78,0,0,1,0,0,0,1
"30312","OPC037","26-Sep",63.2,3,2,0,0,0,0,5
"30412","OPC037","26-Sep",63.62,3,1,0,0,0,0,4
"30512","OPC037","26-Sep",64.14,1,0,1,0,0,0,2
"30612","OPC037","26-Sep",64.56,0,0,0,0,0,0,0
"30712","OPC037","26-Sep",64.98,1,1,0,0,0,0,2
"30812","OPC037","26-Sep",65.08,0,0,1,0,0,0,1
"30912","OPC037","26-Sep",65.19,0,0,0,0,0,0,0
"1421","OPC038","26-Sep",0.3,6,0,0,0,0,0,6
"1431","OPC038","26-Sep",0.62,5,0,0,0,0,0,5
"1441","OPC038","26-Sep",0.93,2,2,0,0,0,0,4
"1451","OPC038","26-Sep",1.35,1,2,1,0,0,0,4
"1461","OPC038","26-Sep",1.66,4,2,2,0,0,1,9
"1471","OPC038","26-Sep",2.08,12,6,2,2,0,0,22
"1482","OPC038","26-Sep",2.5,5,2,0,1,2,0,10
"1493","OPC038","26-Sep",2.81,4,2,1,1,0,0,8
"1503","OPC038","26-Sep",3.23,2,4,1,0,0,0,7
"1513","OPC038","26-Sep",3.65,8,4,0,1,2,1,16
"1523","OPC038","26-Sep",3.86,3,2,1,0,2,0,8
"1533","OPC038","26-Sep",4.17,10,1,1,0,0,0,12
"1543","OPC038","26-Sep",4.59,3,0,2,0,1,1,7
"1553","OPC038","26-Sep",4.9,5,5,0,0,0,2,12
"1563","OPC038","26-Sep",5.21,10,0,3,2,2,0,17
"1573","OPC038","26-Sep",5.53,3,1,1,1,0,0,6
"1583","OPC038","26-Sep",5.84,7,5,0,0,0,0,12
"1593","OPC038","26-Sep",6.15,2,3,1,0,0,0,6
"1603","OPC038","26-Sep",6.26,4,1,1,0,2,1,9
"1613","OPC038","26-Sep",6.57,8,1,0,0,7,0,16
"1623","OPC038","26-Sep",6.89,4,3,2,3,2,0,14
"1633","OPC038","26-Sep",7.09,2,0,2,0,1,0,5
"1643","OPC038","26-Sep",7.3,2,3,3,2,1,0,11
"1653","OPC038","26-Sep",7.62,2,2,2,0,2,1,9
"1664","OPC038","26-Sep",7.83,2,2,0,1,0,0,5
"1674","OPC038","26-Sep",8.03,4,2,0,2,1,1,10
"1684","OPC038","26-Sep",8.35,6,0,3,2,2,1,14
"1695","OPC038","26-Sep",8.45,6,2,2,1,0,1,12
"1705","OPC038","26-Sep",8.77,2,2,1,0,0,0,5
"1715","OPC038","26-Sep",9.08,3,3,4,1,1,1,13
"1725","OPC038","26-Sep",9.29,7,2,3,4,1,2,19
"1735","OPC038","26-Sep",9.6,1,4,2,0,2,1,10
"1745","OPC038","26-Sep",9.92,7,6,2,3,1,0,19
"1755","OPC038","26-Sep",10.23,8,3,3,0,1,2,17
"1765","OPC038","26-Sep",10.33,9,7,4,0,1,1,22
"1775","OPC038","26-Sep",10.65,2,4,2,2,2,1,13
"1785","OPC038","26-Sep",11.06,2,3,2,0,0,1,8
"1795","OPC038","26-Sep",11.17,0,3,1,2,2,0,8
"1805","OPC038","26-Sep",11.59,3,3,1,2,0,1,10
"1815","OPC038","26-Sep",11.9,9,11,4,5,0,2,31
"1825","OPC038","26-Sep",12.11,0,6,4,3,0,2,15
"1835","OPC038","26-Sep",12.42,0,4,1,2,3,1,11
